event_time,user_id,session_id,event_type,sku,category,price,qty,revenue,device_os,device_model,country,city,traffic_source
2024-01-01 05:27:55,u4126,s24788,add_to_cart,SKU0084,Panty,574.97,0,0.0,Android,OnePlus 11,US,NYC,Paid
2024-01-01 05:51:48,u5318,s19683,click,SKU0489,Panty,645.69,0,0.0,Android,OnePlus 11,SG,Singapore,Paid
2024-01-01 06:00:50,u16953,s16241,click,SKU0232,Activewear,1220.79,0,0.0,Web,Chrome,IN,Bengaluru,Organic
2024-01-01 06:17:22,u19088,s5729,view,SKU1013,Panty,1711.05,0,0.0,iOS,iPhone 14,GB,Manchester,Organic
2024-01-01 06:22:54,u16878,s43555,view,SKU1472,Bra,529.12,0,0.0,Android,Galaxy S22,IN,Delhi,Direct
2024-01-01 06:25:50,u10866,s19171,add_to_cart,SKU0322,Bra,837.95,0,0.0,iOS,iPhone 13,US,NYC,Social
2024-01-01 06:30:39,u11344,s37966,view,SKU0720,Sleepwear,781.41,0,0.0,iOS,iPhone 13,IN,Pune,Direct
2024-01-01 06:33:33,u1232,s26572,click,SKU1353,Bra,1179.99,0,0.0,iOS,iPhone 14,GB,Manchester,Paid
2024-01-01 06:36:42,u16664,s44442,view,SKU0501,Panty,870.37,0,0.0,iOS,iPhone 14,GB,Birmingham,Direct
2024-01-01 07:12:37,u636,s47324,click,SKU0875,Panty,604.78,0,0.0,iOS,iPhone 12,IN,Pune,Organic
2024-01-01 07:13:13,u10258,s40258,add_to_cart,SKU1301,Sleepwear,832.77,0,0.0,iOS,iPhone 14,IN,Hyderabad,Direct
2024-01-01 07:17:29,u4894,s4273,view,SKU1283,Bra,1798.56,0,0.0,Android,Galaxy S22,IN,Pune,Paid
2024-01-01 07:21:45,u12425,s56463,add_to_cart,SKU1479,Panty,992.54,0,0.0,Android,Pixel 6,US,SF,Direct
2024-01-01 07:32:02,u5167,s9425,view,SKU0472,Panty,1196.14,0,0.0,Android,OnePlus 11,IN,Hyderabad,Organic
2024-01-01 07:36:36,u8029,s21773,view,SKU0772,Activewear,1452.92,0,0.0,iOS,iPhone 13,IN,Pune,Paid
2024-01-01 07:41:23,u10099,s44969,view,SKU0126,Maternity,1316.09,0,0.0,iOS,iPhone 12,IN,Mumbai,Social
2024-01-01 07:42:32,u13002,s3758,add_to_cart,SKU0791,Bra,613.53,0,0.0,Web,Safari,AE,Abu Dhabi,Paid
2024-01-01 08:15:25,u16074,s26998,click,SKU0218,Bra,1546.92,0,0.0,iOS,iPhone 14,IN,Pune,Direct
2024-01-01 08:16:53,u9593,s28062,add_to_cart,SKU0548,Maternity,417.18,0,0.0,iOS,iPhone 14,IN,Pune,Direct
2024-01-01 08:18:02,u13801,s41846,view,SKU1486,Bra,732.75,0,0.0,Android,OnePlus 11,IN,Pune,Organic
2024-01-01 08:27:14,u12022,s23996,view,SKU1314,Sleepwear,1705.85,0,0.0,iOS,iPhone 14,GB,Manchester,Social
2024-01-01 08:29:04,u10331,s29091,view,SKU0800,Accessories,1664.59,0,0.0,Android,Galaxy S22,IN,Pune,Organic
2024-01-01 08:45:46,u14458,s59702,view,SKU1085,Bra,793.96,0,0.0,Android,Moto G,IN,Bengaluru,Organic
2024-01-01 08:46:51,u18476,s18091,view,SKU0196,Bra,239.02,0,0.0,iOS,iPhone 14,US,LA,Direct
2024-01-01 08:52:15,u19853,s50555,view,SKU0158,Sleepwear,440.92,0,0.0,Android,Galaxy S22,IN,Bengaluru,Organic
2024-01-01 09:03:47,u14348,s41608,click,SKU0076,Bra,1128.84,0,0.0,Android,Galaxy S22,GB,London,Direct
2024-01-01 09:10:59,u10445,s9655,view,SKU0271,Sleepwear,1859.44,0,0.0,iOS,iPhone 14,AE,Sharjah,Organic
2024-01-01 09:15:21,u9100,s34234,view,SKU0647,Panty,1062.57,0,0.0,Android,Pixel 6,IN,Mumbai,Paid
2024-01-01 09:16:39,u17169,s57666,view,SKU0194,Bra,301.86,0,0.0,Android,Moto G,IN,Hyderabad,Organic
2024-01-01 09:19:23,u758,s58606,click,SKU1425,Accessories,1437.62,0,0.0,Web,Edge,IN,Bengaluru,Paid
2024-01-01 09:22:23,u19068,s7000,purchase,SKU1322,Panty,713.83,2,1427.66,iOS,iPhone 12,US,NYC,Direct
2024-01-01 09:31:02,u4580,s54040,view,SKU0169,Panty,350.53,0,0.0,Android,Pixel 6,AE,Sharjah,Direct
2024-01-01 09:55:23,u5325,s861,view,SKU1160,Sleepwear,1672.28,0,0.0,iOS,iPhone 13,AE,Dubai,Social
2024-01-01 10:03:16,u859,s20105,purchase,SKU1345,Bra,1579.33,3,4737.99,iOS,iPhone 12,IN,Mumbai,Organic
2024-01-01 10:03:52,u17726,s58956,view,SKU1138,Bra,619.96,0,0.0,Web,Firefox,IN,Delhi,Paid
2024-01-01 10:12:18,u8858,s43868,click,SKU0040,Panty,326.9,0,0.0,iOS,iPhone 13,IN,Delhi,Organic
2024-01-01 10:18:37,u4593,s161,click,SKU1419,Panty,1637.91,0,0.0,iOS,iPhone 12,GB,London,Direct
2024-01-01 10:22:41,u14611,s47080,view,SKU0788,Panty,238.25,0,0.0,Android,Pixel 6,US,Austin,Organic
2024-01-01 10:23:52,u2920,s52048,view,SKU0553,Bra,1962.06,0,0.0,iOS,iPhone 12,IN,Pune,Paid
2024-01-01 10:31:04,u10424,s5114,view,SKU1014,Panty,986.76,0,0.0,Android,Moto G,GB,London,Organic
2024-01-01 10:33:29,u16597,s29202,purchase,SKU0785,Bra,1583.13,3,4749.39,iOS,iPhone 12,AE,Abu Dhabi,Organic
2024-01-01 10:51:42,u15982,s56519,add_to_cart,SKU0234,Sleepwear,1666.89,0,0.0,iOS,iPhone 14,IN,Delhi,Organic
2024-01-01 11:04:47,u8533,s39699,add_to_cart,SKU1065,Bra,303.08,0,0.0,Android,Galaxy S22,IN,Hyderabad,Direct
2024-01-01 11:05:06,u8468,s56771,view,SKU1437,Bra,875.76,0,0.0,iOS,iPhone 12,AE,Abu Dhabi,Direct
2024-01-01 11:05:17,u2717,s12542,purchase,SKU1105,Panty,1582.91,2,3165.82,Web,Edge,US,SF,Social
2024-01-01 11:14:14,u2910,s27054,view,SKU1414,Sleepwear,1886.99,0,0.0,Web,Chrome,IN,Mumbai,Organic
2024-01-01 11:26:11,u675,s58171,add_to_cart,SKU1010,Panty,1255.79,0,0.0,Android,Moto G,IN,Bengaluru,Direct
2024-01-01 11:45:32,u13897,s13236,add_to_cart,SKU1426,Activewear,1706.98,0,0.0,Android,Galaxy S22,AE,Sharjah,Organic
2024-01-01 11:56:56,u16757,s47545,view,SKU1474,Sleepwear,1910.22,0,0.0,iOS,iPhone 13,IN,Pune,Organic
2024-01-01 12:12:17,u9185,s28035,click,SKU1175,Bra,898.81,0,0.0,iOS,iPhone 14,IN,Chennai,Email
2024-01-01 12:17:15,u16218,s56145,view,SKU0050,Panty,924.42,0,0.0,Android,Pixel 6,US,Austin,Organic
2024-01-01 12:37:55,u15844,s3367,purchase,SKU0107,Activewear,712.96,1,712.96,Android,OnePlus 11,IN,Delhi,Organic
2024-01-01 12:52:23,u47,s46491,view,SKU0876,Bra,1915.01,0,0.0,Web,Edge,IN,Bengaluru,Organic
2024-01-01 12:54:35,u18754,s5183,purchase,SKU0975,Bra,1432.64,2,2865.28,Web,Edge,GB,Manchester,Paid
2024-01-01 13:00:25,u13091,s59590,add_to_cart,SKU0853,Panty,334.6,0,0.0,Android,Galaxy S22,IN,Chennai,Organic
2024-01-01 13:19:32,u8683,s50739,click,SKU1177,Panty,530.57,0,0.0,Android,Moto G,SG,Singapore,Social
2024-01-01 13:21:11,u7299,s8033,view,SKU0621,Sleepwear,1140.94,0,0.0,iOS,iPhone 14,IN,Chennai,Direct
2024-01-01 13:30:48,u2901,s47987,view,SKU0059,Panty,1152.85,0,0.0,Android,Pixel 6,AE,Dubai,Organic
2024-01-01 13:32:00,u10423,s9878,click,SKU0432,Bra,1395.37,0,0.0,Web,Safari,US,LA,Direct
2024-01-01 13:33:34,u13308,s26754,view,SKU0843,Bra,496.35,0,0.0,iOS,iPhone 13,IN,Hyderabad,Social
2024-01-01 13:36:24,u5802,s10778,click,SKU0097,Panty,349.61,0,0.0,iOS,iPhone 14,IN,Bengaluru,Organic
2024-01-01 13:37:08,u16579,s53634,click,SKU0933,Panty,1471.39,0,0.0,Android,Galaxy S22,IN,Hyderabad,Social
2024-01-01 13:52:47,u919,s34149,add_to_cart,SKU1152,Bra,1457.66,0,0.0,Android,Moto G,IN,Bengaluru,Paid
2024-01-01 13:52:56,u4553,s26593,click,SKU0689,Panty,1100.28,0,0.0,iOS,iPhone 13,IN,Bengaluru,Social
2024-01-01 14:00:45,u11191,s37598,add_to_cart,SKU0493,Activewear,656.4,0,0.0,Android,OnePlus 11,US,Seattle,Paid
2024-01-01 14:06:40,u2603,s10239,click,SKU0953,Panty,1066.55,0,0.0,iOS,iPhone 14,IN,Hyderabad,Social
2024-01-01 14:10:27,u18765,s29328,add_to_cart,SKU0495,Panty,657.59,0,0.0,Android,Galaxy S22,IN,Bengaluru,Paid
2024-01-01 14:11:51,u14985,s22998,view,SKU1007,Maternity,1824.1,0,0.0,iOS,iPhone 12,US,SF,Email
2024-01-01 14:27:30,u4652,s30929,view,SKU0446,Bra,549.85,0,0.0,Android,Galaxy S22,GB,Manchester,Direct
2024-01-01 14:27:35,u17119,s3182,view,SKU0998,Panty,1341.01,0,0.0,iOS,iPhone 14,SG,Singapore,Direct
2024-01-01 15:01:03,u16981,s29197,add_to_cart,SKU0413,Sleepwear,1171.46,0,0.0,Android,Galaxy S22,IN,Hyderabad,Organic
2024-01-01 15:12:45,u4606,s26423,view,SKU1257,Bra,1501.89,0,0.0,iOS,iPhone 13,IN,Delhi,Direct
2024-01-01 15:22:26,u8794,s41889,add_to_cart,SKU1027,Panty,653.34,0,0.0,iOS,iPhone 13,US,SF,Organic
2024-01-01 15:48:18,u8750,s22907,click,SKU0098,Panty,1955.67,0,0.0,Android,Pixel 6,IN,Chennai,Organic
2024-01-01 15:55:11,u8407,s43458,click,SKU0867,Maternity,1500.81,0,0.0,iOS,iPhone 14,US,Austin,Paid
2024-01-01 16:05:42,u8508,s47666,view,SKU1493,Panty,867.97,0,0.0,Web,Firefox,GB,Manchester,Direct
2024-01-01 16:09:35,u7136,s13149,view,SKU0597,Activewear,1530.6,0,0.0,Android,Moto G,GB,Manchester,Organic
2024-01-01 16:13:30,u13573,s3805,add_to_cart,SKU0339,Bra,565.74,0,0.0,Android,Moto G,AE,Dubai,Direct
2024-01-01 16:15:27,u10697,s53830,view,SKU0961,Panty,861.43,0,0.0,Web,Firefox,IN,Hyderabad,Organic
2024-01-01 16:18:17,u4794,s12527,click,SKU0771,Activewear,1550.26,0,0.0,Web,Safari,AE,Sharjah,Direct
2024-01-01 16:19:51,u9461,s25379,add_to_cart,SKU0897,Activewear,1366.95,0,0.0,iOS,iPhone 13,US,SF,Email
2024-01-01 16:36:29,u7317,s53338,click,SKU0220,Bra,1267.87,0,0.0,Android,Galaxy S22,IN,Hyderabad,Organic
2024-01-01 16:52:56,u5967,s25382,view,SKU1463,Panty,1303.71,0,0.0,Android,Galaxy S22,IN,Hyderabad,Organic
2024-01-01 16:55:14,u11744,s58855,click,SKU0011,Bra,1109.97,0,0.0,Web,Firefox,AE,Sharjah,Email
2024-01-01 16:56:30,u2143,s38542,view,SKU1026,Panty,856.64,0,0.0,Android,OnePlus 11,IN,Pune,Direct
2024-01-01 16:58:07,u3443,s30471,view,SKU0457,Activewear,474.6,0,0.0,iOS,iPhone 14,IN,Mumbai,Direct
2024-01-01 17:06:20,u18253,s41192,click,SKU0402,Panty,1921.38,0,0.0,iOS,iPhone 14,US,Seattle,Organic
2024-01-01 17:07:42,u12864,s7426,view,SKU0708,Bra,1622.33,0,0.0,Android,OnePlus 11,AE,Abu Dhabi,Paid
2024-01-01 17:22:40,u1272,s29822,click,SKU0979,Accessories,243.05,0,0.0,Android,Moto G,IN,Chennai,Organic
2024-01-01 17:51:54,u12287,s16918,add_to_cart,SKU0004,Accessories,1843.13,0,0.0,Android,OnePlus 11,IN,Chennai,Direct
2024-01-01 17:59:46,u9966,s3921,click,SKU0255,Sleepwear,1677.09,0,0.0,Android,Pixel 6,IN,Chennai,Social
2024-01-01 18:06:37,u19762,s4720,view,SKU0081,Bra,1360.55,0,0.0,Android,Pixel 6,AE,Dubai,Paid
2024-01-01 18:16:23,u391,s514,add_to_cart,SKU0731,Accessories,1318.21,0,0.0,Android,Moto G,GB,Manchester,Organic
2024-01-01 18:21:23,u885,s45779,click,SKU1132,Panty,855.97,0,0.0,iOS,iPhone 14,US,NYC,Organic
2024-01-01 18:30:56,u11336,s33786,view,SKU0856,Maternity,954.2,0,0.0,iOS,iPhone 12,AE,Dubai,Direct
2024-01-01 18:40:58,u18107,s5865,click,SKU0782,Panty,1721.24,0,0.0,Android,Pixel 6,IN,Chennai,Paid
2024-01-01 18:42:03,u17799,s53634,click,SKU0760,Panty,357.85,0,0.0,Android,Pixel 6,IN,Pune,Email
2024-01-01 18:47:41,u18416,s13827,click,SKU0679,Activewear,1970.65,0,0.0,Android,Moto G,SG,Singapore,Organic
2024-01-01 18:50:24,u19016,s48977,purchase,SKU0949,Activewear,508.11,1,508.11,Android,Galaxy S22,US,LA,Direct
2024-01-01 19:07:46,u6072,s19137,click,SKU1289,Bra,1309.85,0,0.0,iOS,iPhone 14,US,Austin,Organic
2024-01-01 19:17:45,u10128,s3777,add_to_cart,SKU0315,Sleepwear,1076.09,0,0.0,Android,Galaxy S22,IN,Bengaluru,Organic
2024-01-01 19:18:38,u5635,s17903,add_to_cart,SKU0054,Activewear,809.44,0,0.0,iOS,iPhone 12,US,NYC,Paid
2024-01-01 19:30:10,u18179,s59140,view,SKU0387,Bra,775.8,0,0.0,Android,Pixel 6,IN,Delhi,Direct
2024-01-01 19:34:43,u12853,s15976,click,SKU0786,Maternity,1190.88,0,0.0,iOS,iPhone 12,IN,Bengaluru,Organic
2024-01-01 19:37:20,u9716,s610,view,SKU0286,Bra,1748.33,0,0.0,Android,Moto G,IN,Hyderabad,Direct
2024-01-01 19:46:13,u18415,s42970,click,SKU0290,Activewear,1000.15,0,0.0,Android,Pixel 6,IN,Delhi,Organic
2024-01-01 19:54:11,u5971,s6638,click,SKU0249,Bra,1407.89,0,0.0,Android,Galaxy S22,US,Austin,Email
2024-01-01 19:57:52,u14129,s16171,view,SKU0557,Bra,1958.59,0,0.0,iOS,iPhone 13,US,Austin,Paid
2024-01-01 20:04:24,u9824,s22361,click,SKU0641,Sleepwear,299.32,0,0.0,Android,Galaxy S22,IN,Pune,Paid
2024-01-01 20:07:25,u16454,s53506,purchase,SKU0624,Bra,746.15,2,1492.3,Android,OnePlus 11,SG,Singapore,Organic
2024-01-01 20:17:59,u18570,s59560,add_to_cart,SKU1112,Bra,772.28,0,0.0,Android,Moto G,US,NYC,Organic
2024-01-01 20:23:35,u19043,s59572,click,SKU0577,Panty,1208.56,0,0.0,Android,OnePlus 11,US,LA,Paid
2024-01-01 20:26:28,u18931,s36478,add_to_cart,SKU0115,Bra,578.16,0,0.0,Android,Galaxy S22,IN,Chennai,Direct
2024-01-01 20:27:51,u242,s4831,click,SKU0555,Bra,1970.26,0,0.0,Android,Pixel 6,GB,Manchester,Paid
2024-01-01 20:36:05,u14624,s27782,view,SKU0466,Bra,1244.8,0,0.0,Web,Edge,IN,Delhi,Direct
2024-01-01 20:41:33,u16527,s46107,view,SKU1471,Bra,1860.25,0,0.0,iOS,iPhone 14,IN,Bengaluru,Organic
2024-01-01 20:45:45,u690,s8722,view,SKU0373,Accessories,1516.42,0,0.0,Android,Galaxy S22,IN,Bengaluru,Direct
2024-01-01 20:53:49,u11100,s14494,click,SKU0052,Bra,1100.87,0,0.0,iOS,iPhone 14,IN,Pune,Social
2024-01-01 21:02:00,u6395,s55831,view,SKU1185,Bra,501.38,0,0.0,Web,Safari,IN,Chennai,Social
2024-01-01 21:08:05,u18421,s12503,view,SKU0769,Bra,1179.13,0,0.0,Web,Safari,SG,Singapore,Organic
2024-01-01 21:10:18,u17856,s31654,view,SKU0809,Panty,223.81,0,0.0,iOS,iPhone 12,AE,Sharjah,Paid
2024-01-01 21:24:09,u7257,s33713,click,SKU0642,Sleepwear,919.69,0,0.0,Android,Galaxy S22,IN,Delhi,Organic
2024-01-01 21:25:56,u5035,s48932,add_to_cart,SKU0081,Bra,1169.98,0,0.0,iOS,iPhone 13,AE,Abu Dhabi,Email
2024-01-01 21:26:15,u16532,s28456,view,SKU0875,Bra,860.39,0,0.0,Web,Edge,US,Austin,Paid
2024-01-01 21:28:52,u14460,s43704,view,SKU0675,Bra,447.2,0,0.0,Android,Pixel 6,IN,Bengaluru,Paid
2024-01-01 21:49:23,u9450,s40057,view,SKU0726,Accessories,1323.9,0,0.0,Android,Moto G,IN,Hyderabad,Social
2024-01-01 21:55:01,u9808,s34687,click,SKU0291,Panty,307.0,0,0.0,Android,Moto G,IN,Delhi,Email
2024-01-01 21:57:58,u13964,s27647,view,SKU0268,Sleepwear,265.92,0,0.0,Android,Moto G,IN,Delhi,Organic
2024-01-01 22:27:04,u10918,s59900,click,SKU1087,Panty,1532.02,0,0.0,iOS,iPhone 14,IN,Delhi,Paid
2024-01-01 22:37:13,u6809,s24179,click,SKU0007,Accessories,627.21,0,0.0,Android,Pixel 6,IN,Mumbai,Email
2024-01-01 23:04:02,u17657,s31648,view,SKU0639,Panty,209.66,0,0.0,Android,OnePlus 11,IN,Pune,Paid
2024-01-01 23:12:56,u9861,s54576,purchase,SKU1192,Bra,1812.9,2,3625.8,Android,Moto G,IN,Bengaluru,Email
2024-01-01 23:14:13,u6027,s13734,add_to_cart,SKU0418,Bra,1757.25,0,0.0,iOS,iPhone 13,US,SF,Social
2024-01-01 23:35:18,u654,s39988,purchase,SKU1232,Bra,639.22,1,639.22,iOS,iPhone 12,IN,Hyderabad,Organic
2024-01-01 23:36:59,u13887,s13530,view,SKU1068,Bra,924.85,0,0.0,iOS,iPhone 13,IN,Pune,Organic
2024-01-01 23:43:46,u4938,s27123,view,SKU0378,Sleepwear,1147.72,0,0.0,Android,Moto G,US,Austin,Direct
2024-01-01 23:47:55,u7810,s45399,view,SKU0778,Panty,474.18,0,0.0,iOS,iPhone 12,IN,Pune,Organic
2024-01-02 00:28:26,u5692,s29000,view,SKU0908,Panty,1807.32,0,0.0,Android,Galaxy S22,IN,Mumbai,Paid
2024-01-02 00:39:40,u14573,s19909,click,SKU0557,Bra,872.99,0,0.0,Android,Pixel 6,IN,Hyderabad,Organic
2024-01-02 00:41:55,u4546,s33658,click,SKU0028,Panty,1583.57,0,0.0,Android,Galaxy S22,IN,Bengaluru,Social
2024-01-02 00:46:09,u13311,s12205,view,SKU0463,Bra,1901.32,0,0.0,Android,Galaxy S22,IN,Delhi,Organic
2024-01-02 00:49:19,u16566,s17036,view,SKU0256,Bra,962.54,0,0.0,iOS,iPhone 14,IN,Delhi,Direct
2024-01-02 00:54:03,u3275,s12072,view,SKU1350,Bra,809.76,0,0.0,iOS,iPhone 12,US,NYC,Organic
2024-01-02 01:01:01,u18179,s2287,view,SKU0598,Activewear,426.8,0,0.0,Android,OnePlus 11,US,Austin,Organic
2024-01-02 01:08:37,u12386,s4758,view,SKU1361,Bra,1694.99,0,0.0,iOS,iPhone 12,US,Austin,Paid
2024-01-02 01:18:04,u5848,s30936,view,SKU0945,Accessories,934.11,0,0.0,iOS,iPhone 13,IN,Delhi,Organic
2024-01-02 01:30:10,u13732,s41572,view,SKU0593,Sleepwear,250.34,0,0.0,Web,Chrome,IN,Mumbai,Organic
2024-01-02 01:30:14,u15065,s54372,view,SKU1243,Activewear,1131.47,0,0.0,iOS,iPhone 13,GB,Manchester,Social
2024-01-02 01:36:33,u6245,s3463,click,SKU1354,Accessories,1701.29,0,0.0,Web,Safari,IN,Pune,Organic
2024-01-02 01:41:37,u19599,s39380,view,SKU1247,Panty,286.53,0,0.0,Web,Firefox,IN,Pune,Paid
2024-01-02 01:44:50,u16264,s19933,view,SKU1056,Panty,557.99,0,0.0,iOS,iPhone 12,IN,Delhi,Direct
2024-01-02 01:54:06,u19116,s50677,view,SKU0352,Bra,1669.83,0,0.0,Android,OnePlus 11,IN,Delhi,Email
2024-01-02 02:08:58,u14291,s10052,view,SKU0281,Sleepwear,1242.37,0,0.0,Web,Chrome,US,LA,Social
2024-01-02 02:14:31,u19540,s26235,view,SKU0562,Panty,1930.56,0,0.0,Android,Moto G,GB,Manchester,Paid
2024-01-02 02:20:27,u17394,s24529,click,SKU0786,Panty,1972.59,0,0.0,iOS,iPhone 14,IN,Pune,Direct
2024-01-02 02:20:32,u3243,s59122,click,SKU1125,Accessories,1196.06,0,0.0,iOS,iPhone 12,IN,Mumbai,Email
2024-01-02 02:28:07,u12984,s59114,add_to_cart,SKU1143,Bra,1886.06,0,0.0,Android,Pixel 6,IN,Bengaluru,Direct
2024-01-02 02:28:44,u15247,s142,add_to_cart,SKU0861,Activewear,1980.29,0,0.0,iOS,iPhone 13,IN,Mumbai,Social
2024-01-02 02:34:32,u3210,s46012,click,SKU0071,Accessories,422.09,0,0.0,iOS,iPhone 12,US,NYC,Organic
2024-01-02 02:37:36,u19602,s29169,view,SKU0576,Activewear,1909.06,0,0.0,Android,Moto G,IN,Delhi,Paid
2024-01-02 02:48:57,u19968,s2388,view,SKU0622,Maternity,1590.97,0,0.0,iOS,iPhone 14,US,NYC,Email
2024-01-02 02:54:07,u7464,s43813,click,SKU0945,Panty,1817.3,0,0.0,Android,OnePlus 11,IN,Pune,Paid
2024-01-02 03:15:13,u11394,s4278,view,SKU0610,Panty,706.59,0,0.0,Android,Galaxy S22,IN,Chennai,Paid
2024-01-02 03:26:22,u14707,s22901,view,SKU1182,Accessories,1610.2,0,0.0,Android,Galaxy S22,IN,Chennai,Paid
2024-01-02 03:43:50,u11400,s50510,click,SKU0510,Sleepwear,1191.72,0,0.0,iOS,iPhone 12,IN,Chennai,Organic
2024-01-02 03:53:28,u14116,s59816,view,SKU1311,Sleepwear,283.23,0,0.0,Android,Moto G,IN,Hyderabad,Organic
2024-01-02 03:58:54,u14896,s51567,view,SKU0606,Bra,360.22,0,0.0,iOS,iPhone 13,IN,Bengaluru,Social
2024-01-02 03:59:19,u1227,s5875,view,SKU0794,Panty,1980.1,0,0.0,Android,OnePlus 11,US,Seattle,Direct
2024-01-02 04:12:43,u17163,s52217,view,SKU1074,Bra,1750.78,0,0.0,Web,Safari,IN,Delhi,Social
2024-01-02 04:20:47,u3363,s58178,view,SKU0550,Panty,1273.52,0,0.0,Web,Chrome,IN,Delhi,Paid
2024-01-02 04:25:23,u5249,s42476,view,SKU0970,Activewear,1061.72,0,0.0,iOS,iPhone 14,US,NYC,Direct
2024-01-02 04:31:37,u19877,s31419,view,SKU0655,Sleepwear,1056.5,0,0.0,iOS,iPhone 13,SG,Singapore,Organic
2024-01-02 04:36:04,u6040,s14013,view,SKU0247,Sleepwear,1361.04,0,0.0,Android,Pixel 6,SG,Singapore,Organic
2024-01-02 04:40:53,u9960,s42723,view,SKU0450,Activewear,290.33,0,0.0,Android,Galaxy S22,IN,Hyderabad,Direct
2024-01-02 05:07:06,u9730,s45442,add_to_cart,SKU1012,Sleepwear,401.39,0,0.0,Web,Firefox,IN,Hyderabad,Paid
